UtilizationOfUnsecuredLinesTotal,Age,CustomerLifeTime,NumberOfTime30_59DaysLateNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.941257343,28,4,3,0.585609594,1500,8,0,0,1,0
0.002899942,46,15,0,0.27758203,9081,6,0,1,0,3
0.824866476,34,8,0,0.121881546,5250,12,0,0,0,4
0.9999999,57,20,0,0.314482485,15100,11,0,3,0,3
0.090249406,41,10,0,0.581626506,3319,13,0,2,0,2
0.288715224,40,11,3,0.059684685,4439,3,0,0,0,1
0.100965571,55,17,0,0.15415379,5500,5,0,0,0,0
0.423324459,44,10,0,0.975403536,1300,6,0,0,0,1
0.482361811,48,18,1,0.574521232,1200,11,0,0,0,1
0.346494411,61,26,0,1.12435026,2500,13,0,2,0,0
0.445140618,63,26,0,0.679878593,5600,25,0,3,1,0
0.018896385,49,16,0,0.357459169,21000,12,0,4,0,2
0.429597315,45,12,0,0.357663191,7000,10,0,1,0,2
0.9999999,82,33,0,0.151622003,2835,1,0,1,0,0
0.080244456,46,15,0,0.02999348,4600,5,0,0,0,1
0.640513552,25,2,1,0.259859535,1850,5,0,0,0,0
0.132923683,79,21,0,0.062272727,2199,2,0,0,0,0
0.640667728,50,10,1,0.167068273,3734,4,0,0,0,1
0.946762805,59,15,0,0.290001083,9230,10,0,0,0,0
0,39,8,0,0.293824319,7820,3,0,1,0,3
0.008902122,67,21,0,0.320482424,9700,11,0,2,0,1
0,47,15,0,0.555716563,6900,11,0,3,0,1
0.321012593,33,7,0,0.433317207,6200,11,0,1,0,3
0,84,29,0,0.079977471,3550,4,0,0,0,1
0.405076955,57,20,1,0.518145422,7742,17,0,1,0,1
0.024532648,88,28,0,0.016569062,7000,8,0,0,0,0
0.712456618,58,19,0,0.464521895,5594,22,1,1,0,1
1.027972028,38,7,0,0.010353753,4635,1,3,0,0,0
0.395328905,24,2,0,0.066373451,2500,4,0,0,0,0
0.099832628,42,9,0,0.437193512,2650,11,0,1,0,2
0.038732042,80,28,1,0.200721548,3048,7,0,2,0,0
0.305470926,34,7,0,0.572332177,4900,9,0,1,0,3
0.022708945,57,24,0,0.14071511,2600,10,0,1,0,0
0,50,12,0,0.264376907,8850,13,0,2,0,2
0.9999999,46,11,0,0.966045744,4240,2,0,2,0,0
0,73,25,0,0,4065,5,0,0,0,1
0,48,11,0,0.769423058,10000,9,0,2,0,3
0.381722941,50,18,0,0.265858874,8417,13,0,1,0,0
0.052120422,63,18,0,0.352274621,6000,12,0,1,0,1
0.046492485,42,10,0,0.421943741,7500,10,0,2,0,4
0.902599257,37,7,0,0.12304467,6200,7,0,0,0,0
0.00917726,58,16,1,0.409808269,23000,16,0,4,0,0
0.040861173,44,14,0,0.419671185,10400,17,0,1,0,1
0.174219905,44,10,0,0.255081633,27500,7,0,3,0,3
0.551583638,38,7,0,0.417441271,5916,18,0,1,0,0
0.05308831,62,16,0,2546,0,12,0,3,0,0
0.025954497,63,25,0,0.014397121,3333,7,0,0,0,0
0.9999999,41,10,0,0.126459144,3083,1,0,0,0,1
0.009533985,44,14,0,0.195374492,10333,5,0,2,0,2
0.821290716,41,8,0,0.388673213,4378,8,0,0,0,3
0.84670055,61,25,0,0.428540376,9200,11,0,2,0,0
0.11942166,62,16,0,0.022077763,8152,7,0,0,0,0
0.242429512,56,12,0,0.02413153,15083,6,0,0,0,2
0.02509749,51,15,0,0.278904453,4782,4,0,1,0,2
0.9999999,64,27,0,0.123030345,14532,4,0,1,0,2
0,34,5,0,0.151114206,2871,4,0,0,0,0
0.026882883,37,9,0,0.411835993,4950,13,0,1,0,2
0.102766044,49,16,0,0.233202443,9167,6,0,2,1,1
0.334115336,37,10,0,0.081226145,8383,10,0,0,0,3
0.000588223,33,6,0,0.109691752,3600,9,0,0,0,0
0.009120412,52,17,0,0.076923077,10100,8,0,1,0,2
0.025786488,68,23,0,0.428514297,5000,13,0,1,0,0
0.848119549,37,5,1,0.170565887,5000,4,0,0,0,0
0.419143381,59,14,0,0.193254173,5810,4,0,2,0,2
0,67,22,1,0.485317335,3166,7,0,2,1,0
0.010299485,55,16,0,0.228374103,25917,5,0,2,0,1
0.896321246,49,15,0,0.396248353,12900,6,0,1,0,3
0.79625422,54,13,0,0.29033092,19339,14,0,2,0,2
0.02460266,54,23,0,0.156556518,10500,29,0,1,0,0
0.038478913,43,13,0,0.531346865,10000,4,0,2,0,0
0.023809882,46,11,1,0.3487535,7500,9,0,3,0,2
0.008608701,43,9,0,0.537826685,7996,11,0,2,0,0
0.420161687,53,23,0,0.590931185,14400,21,0,2,0,0
0.012066844,60,21,0,0.195890772,11388,21,0,2,0,1
0.069746513,54,20,0,0.307285235,5668,7,0,1,0,3
0.1174905,52,12,0,0.286127342,16600,8,0,2,0,2
0.427157652,45,16,1,0.561858013,11000,14,0,3,0,0
0.567626556,32,6,0,0.268932767,4000,5,7,0,0,0
0.444109079,44,9,0,0.290633346,10483,7,0,1,0,2
0.326991825,68,22,0,0.360946265,12300,8,0,2,0,1
0.220370472,48,17,0,0.314188471,4700,8,0,2,1,0
0.9999999,65,24,0,0.249598458,3112,3,0,0,0,0
0.354263321,42,11,0,0.064667034,3633,6,0,0,0,1
1.00639968,41,9,0,0.431415326,7333,6,0,1,0,1
0.111457543,53,13,0,0.568648456,5600,15,0,2,0,2
1.028985507,41,8,1,0.505051652,8808,7,0,1,0,1
0,79,20,0,0,5000,2,0,0,0,0
0.9999999,36,6,1,0.020085611,3036,0,0,0,0,3
0.107895097,69,23,0,0.201839908,20000,14,0,2,0,0
0.390209125,42,9,0,0.391537299,7278,10,0,1,0,0
0.017608483,64,25,0,0.097780444,5000,8,0,0,0,2
0.9999999,30,5,0,0.2133606,4400,2,0,0,0,0
0.677316756,32,6,0,0.508729681,1660,7,0,0,0,0
0.9999999,48,15,0,0.282930165,11698,3,0,3,0,2
0.516191342,43,7,0,0.07816092,1739,2,0,0,0,0
0.906144872,46,12,0,0.572489644,7000,6,0,2,0,2
0.075960112,68,27,0,0.063327302,10500,18,0,1,0,0
0.282289926,60,26,0,0.261123146,6000,14,0,0,0,0
0.586537519,47,10,0,0.337134823,6400,5,0,2,0,3
0.37641455,63,25,0,0.272705771,8455,9,0,1,0,1
0.000187907,58,17,0,0,6388,11,0,0,0,0
0.9999999,51,16,1,0.867888598,4200,6,0,1,0,0
0.034993001,51,13,0,0.193338749,8616,4,0,1,0,0
0.108122297,49,13,0,0.338873061,6317,6,0,1,0,2
0.016017335,36,8,0,0.1702,9999,22,0,1,0,0
0.844395065,34,5,0,0.374448064,13814,10,0,3,0,0
0.781881249,28,4,2,0.212741087,1710,6,1,0,1,0
0.025227236,84,37,0,0.027731559,1802,13,0,0,0,1
0.090927873,59,18,0,0.325667511,10261,8,0,2,0,1
0.729841283,42,14,1,0.538623781,7585,9,0,1,1,2
0.406574178,50,18,0,1.323225591,3000,11,0,2,0,0
0.574614485,56,24,0,0.331381231,7000,20,0,0,0,0
0.046351175,45,12,0,0.22974537,8639,11,0,1,0,2
0.696332274,68,23,1,0.27892562,4355,8,0,0,0,0
0.296402534,46,11,0,0.467057101,2731,10,0,2,0,3
0.047345972,66,22,0,0.188495978,6588,14,0,1,0,0
0.107118305,33,5,0,0.337767345,3833,2,0,1,0,0
0.124628594,54,17,0,0.389905514,8360,10,0,1,0,1
0.229784379,47,14,0,0.729510414,3696,12,0,1,0,0
0.506309768,52,20,1,0.296567811,3000,9,0,0,0,2
0,52,19,0,0.431652491,6583,10,0,1,0,0
0.00522296,67,25,0,0.021645622,7206,4,0,0,0,0
0.11297416,56,22,0,0.92572904,13167,22,0,7,0,1
0.9999999,27,3,0,0.025031289,1597,0,3,0,0,0
0.206940107,44,13,0,0.295231875,3061,5,0,0,0,2
0.004856945,42,15,1,0.420641173,16500,23,0,4,0,4
0.022067173,68,17,0,0.034700315,3803,7,0,1,0,0
0.033357785,61,15,0,0.279126709,4900,7,0,1,0,1
0.797860899,26,2,0,0.179677085,6750,9,1,0,0,1
0.118599298,39,11,0,3632,0,7,0,2,0,3
0.673464776,67,19,0,0.818976826,2286,12,0,0,0,1
0.029327484,80,41,0,0.117237201,3300,18,0,0,0,1
0.034406837,63,17,0,0.082674152,3918,8,0,0,0,0
0,69,31,0,0.182781722,10000,6,0,1,0,2
0.002442867,44,13,0,0.000238777,8375,4,0,0,0,2
0,48,15,0,0.651645207,2795,6,0,1,0,1
0.017491254,61,17,0,0.000999001,1000,2,0,0,0,0
0.960784314,61,15,4,2044,0,8,1,1,0,0
0.263438264,70,23,0,0.227132975,2601,8,0,0,0,0
0.057151879,29,4,0,0.066881394,5277,4,0,0,0,0
0.006599835,37,7,0,0.14271556,5044,15,0,0,0,3
0.256131205,52,18,0,0.470574791,8750,23,0,1,0,1
0.003052471,46,13,0,0.162140786,3792,10,0,0,0,0
0.9999999,35,9,1,0.347107438,1330,7,0,0,0,0
0.333777482,48,15,0,0.003856041,3889,4,0,0,0,1
0,21,0,0,0,1800,1,0,0,0,0
0.023249067,87,46,1,0.069721116,501,15,0,0,0,0
0,33,6,0,0.285571476,3000,2,0,1,0,0
0.913419913,42,13,0,0.363381784,7498,7,0,1,0,5
0.347640532,41,9,0,0.301620029,3394,8,0,0,0,2
0.04703257,48,21,1,1.356628674,3333,26,0,2,0,3
0.149950017,50,18,1,0.131244109,4243,6,0,0,0,2
19,54,20,0,1.708768741,2200,7,0,1,0,0
0.04915928,72,29,0,0.074981255,4000,3,0,0,0,1
0.288658188,43,15,0,0.327704933,10600,15,0,1,0,3
0.001351169,38,6,0,0.53996945,3927,6,0,1,0,0
0.21399091,50,13,0,0.304314231,7764,8,0,1,0,2
0,45,9,0,0.509965906,7625,7,0,3,0,2
0.289949807,60,23,0,0.28168219,3542,8,0,1,0,0
0.247850143,47,14,0,0.374743467,7308,7,0,1,0,2
0.9999999,40,10,2,0.231697506,2485,2,0,0,1,0
0.697930207,39,9,0,0.483852431,8700,8,0,2,0,0
0.105083713,69,30,0,0.870212247,4098,6,0,2,0,0
0.224775225,22,0,0,6,0,1,0,0,0,0
0,50,11,0,0.332187645,10764,11,0,2,0,1
0.199300012,34,9,0,0.677895708,4333,14,0,2,0,0
0.835443038,27,2,1,0.12575638,3800,3,0,0,0,5
0.007850137,49,16,0,0.182003673,4900,9,0,1,0,0
0.511970967,58,23,1,0.255868836,8050,25,0,2,0,0
0.082494844,68,23,0,0.007421875,5119,6,0,0,0,0
0.045549161,49,14,0,0.006965607,4593,5,0,0,0,0
0.080556293,58,23,0,0.288924239,10057,23,0,1,0,0
0.807567697,38,7,0,0.452197459,4800,6,0,1,0,2
0.047489525,85,41,0,0.174966353,5200,12,0,0,0,0
0.017513267,63,18,0,0.03116407,12000,13,0,1,0,0
0.050240902,65,28,0,0.188378471,5833,10,0,1,0,1
0.115473781,63,22,0,0.628049593,7500,11,0,1,0,2
0.995429224,52,14,0,0.410739789,3500,6,0,1,0,1
0.230067043,64,22,0,0.100499722,1800,4,0,0,0,1
0.9999999,75,32,0,0.102445778,6500,3,0,1,0,0
0.383916644,37,7,1,0.522035438,2200,7,0,0,0,1
0.9999999,32,7,1,0.166717371,3286,1,1,0,0,3
0.00275603,62,22,0,0.26454831,5412,9,0,1,0,1
0.02806153,45,15,0,0.841604755,3364,6,0,2,0,0
0.949540017,38,7,0,0.408974657,4300,6,0,1,0,3
0.641546364,46,18,0,0.531525807,14162,21,0,10,0,1
0.403845009,33,4,0,0.453624856,4344,6,0,1,0,2
0.637954432,56,18,0,0.245954693,1544,5,0,0,0,0
0.693615319,48,17,0,1.891825229,2837,7,0,2,0,0
0.062836905,54,13,0,0.111654261,9000,4,0,1,0,0
0.478852304,31,5,1,0.516247292,6000,12,0,2,0,0
0.423002896,62,16,0,2.358695652,7083,11,0,3,0,0
0.324103984,60,23,0,0.137472284,450,5,0,0,1,0
0.672049212,36,7,1,0.382575758,3167,7,1,0,1,3
0.101914911,31,5,0,0.326667879,5500,6,0,1,0,1
0.334807538,53,21,0,0.232263594,10500,18,0,2,0,0
0.478838568,75,31,2,0.492031197,8846,14,0,2,0,0
0.758155901,48,13,0,0.471654275,8607,4,0,1,0,1
0.541345932,64,27,0,0.739226077,10000,22,0,3,0,0
0.077646118,27,3,0,0.051979208,2500,4,0,0,0,0
0.033172471,68,25,0,0.273582888,4674,10,0,1,0,1
0.268774704,61,23,0,0.326116054,12700,14,0,2,0,1
0.975897356,46,15,0,0.059785494,9416,2,0,0,0,2
0,30,5,0,0.65044985,3000,4,0,2,0,0
0.716428404,49,17,0,0.453430259,2200,9,0,0,0,0
0.139794785,75,18,0,0.01049825,6000,4,0,0,0,1
0.978463195,48,15,0,0.388501256,3582,4,0,0,0,5
0,41,10,0,1756,0,10,0,0,0,4
0.083927738,36,8,0,0.071488085,6000,6,0,0,0,2
0.021534138,74,34,0,0.309298058,13077,23,0,2,0,0
0.288807294,52,15,0,0.247334755,11724,10,0,1,0,0
0.9999999,52,18,0,0.916770807,4000,8,0,1,0,0
0.01819909,69,25,0,0.002701972,3700,3,0,0,0,0
0.141241237,56,13,0,0.014700143,7686,6,0,0,0,0
0.822088956,51,16,0,0.310798122,3194,8,0,0,0,0
0.016669936,61,32,0,0.227969604,7500,29,0,2,0,1
0.089965738,45,15,0,0.333197307,4900,4,0,1,0,0
0,40,9,0,0.141108711,4166,4,0,0,0,3
0.033301618,66,24,0,0.988404638,2500,9,0,1,0,1
0.747625237,58,20,1,0.081892333,3064,8,0,0,0,1
0.011678154,63,28,0,0.912776133,4390,14,0,3,0,0
0.443624651,58,25,2,0.430499325,8150,16,0,2,0,0
0.515256428,61,21,0,1.286343612,2042,11,0,3,0,1
0.006119884,38,11,0,0.448144974,8166,9,0,2,0,2
0.738884074,28,3,0,8.169154229,200,5,0,1,0,0
0.151867901,57,18,0,0.095580884,5000,7,0,0,0,3
0.409431616,46,11,1,0.376444861,3200,10,0,0,0,4
0.429302828,43,12,0,0.470457079,3587,9,0,1,0,1
0.042852713,81,22,0,0.003013286,7300,6,0,0,0,0
0.146739212,42,11,0,0.271555657,8767,7,0,2,0,2
0.290951508,30,4,0,0.01189115,4372,4,0,0,0,0
0.256405349,40,8,0,0.651099871,8500,7,0,3,0,2
0.023151606,80,23,0,0.007767844,6822,9,0,0,0,0
0.055788006,40,12,1,0.212870387,5500,7,1,1,0,0
0.456318969,57,20,1,0.307365868,3298,18,0,0,0,0
0.932849734,37,10,0,0.826459561,5600,8,0,2,0,0
0.9999999,26,2,3,0.257739938,2583,7,0,0,0,0
0.059598013,59,19,0,0.227993914,4600,5,0,1,0,1
0.633788737,29,5,0,0.336386345,1200,2,0,0,0,0
0.565870832,41,11,0,0.581934153,10660,15,0,2,0,1
0.012771482,72,21,0,0.254507065,6156,7,0,2,0,0
0.657437478,52,19,0,0.72484899,4800,16,0,2,0,5
0.095061038,75,37,0,0.155535431,8833,18,0,1,0,1
1.007523093,59,15,0,0.306646025,9042,7,1,2,1,2
0.002807451,89,34,1,0.0012003,6664,13,0,0,0,0
0.049855536,51,21,0,0.57636914,10900,17,0,4,0,2
0.003845562,48,9,0,0.268035666,3700,5,0,1,0,1
0.091134715,43,11,0,0.25388601,11000,13,0,2,0,0
0.9999999,63,18,1,0.616676317,1726,6,0,1,0,0
0.378908504,68,19,0,0.37920354,2259,5,0,0,1,0
1.085091491,44,13,1,0.399730821,5200,4,1,2,0,2
0.248453378,75,25,0,0.235152969,3333,10,0,0,0,0
0.115850519,36,8,0,0.207161125,4300,10,0,0,0,0
0.001960754,73,30,0,0.320334958,8000,12,0,2,0,1
0.12637259,48,16,0,0.367148441,11000,7,0,2,0,2
0.034600822,80,26,0,0.091229407,10500,5,0,0,0,1
0.394374159,54,12,0,706.5,1,8,0,0,0,2
0.004956287,44,8,0,0.148329543,5716,6,0,1,0,3
0.219964985,56,21,2,0.400319936,5000,6,1,2,0,1
0.031920621,42,13,0,0.507248792,6000,7,0,2,0,0
0.181556109,64,25,0,0.196971861,7000,8,0,1,0,0
0.273621063,51,15,0,0.197450147,6117,6,0,1,0,2
0.015713512,49,13,0,0.146761471,9000,10,0,1,0,0
0.367931298,45,16,0,1.013986014,1000,11,0,0,0,0
0.369785476,47,14,0,0.164019422,12150,3,0,1,0,2
0.873754384,49,18,0,0.477053824,5294,20,0,2,0,0
0.961070188,41,9,0,0.25641499,5416,4,0,0,0,3
0,28,3,0,0.165717711,3336,2,0,0,0,0
0.736729634,59,16,1,0.270981935,15000,9,0,1,0,0
0.9999999,48,11,2,0.19053964,1500,3,0,0,0,2
0.821999325,50,11,0,0.52088822,7970,13,0,1,0,0
0.052603071,58,20,0,0.474907152,10500,10,0,2,0,0
0.295287735,70,18,0,0.194192377,550,8,0,0,0,0
0.256116359,36,7,1,0.167924913,4900,3,0,0,0,0
0.173933217,51,14,0,8741,0,20,0,3,0,2
0.116392347,68,32,0,1.379581152,4583,15,0,2,0,2
0,30,5,2,0.369849246,5969,4,0,1,0,0
0.005302125,70,24,0,0.001590055,6917,7,0,0,0,0
0.95860995,61,20,1,0.269928966,3800,10,0,0,0,0
0.011716194,63,32,0,0.219267079,9850,24,0,1,0,0
0.9999999,52,15,0,0.234639294,6916,5,0,1,0,1
0,49,14,0,0.250474056,5800,5,0,1,0,1
0.433227897,55,15,0,0.56022409,8210,15,0,2,0,1
0,43,11,0,0.061912792,4150,4,0,0,0,1
0.014696905,78,30,0,3.031746032,251,10,0,1,0,0
0.65241264,49,19,0,0.396297566,5833,22,0,1,0,0
0.342283113,32,6,0,0.26071569,2542,6,0,0,0,0
0.34971345,29,5,0,3.487195503,1600,11,0,4,0,0
0.026794641,30,5,0,0.433426629,2500,3,0,1,0,0
0.150521958,37,6,0,0.153413529,6400,12,0,0,0,0
0.431470229,50,17,0,0.315590848,12718,10,0,2,0,0
0.020476807,92,43,0,0.371325735,5000,11,0,3,0,0
0.249197018,43,11,0,0.633348478,2200,7,0,0,0,2
0.012569633,28,3,0,0.132205995,2601,4,0,0,0,0
0.335972619,69,29,1,1.112036651,2400,10,0,1,0,0
0,62,18,0,0.412280702,1709,11,0,1,0,0
0.824198488,59,16,0,1.041688244,3861,4,0,2,0,0
0,75,21,0,0.09575234,8333,3,0,1,0,0
0.317880497,37,10,1,0.25061627,3650,12,0,0,0,2
0.200719982,72,30,0,0.583366653,5001,6,0,1,0,0
0.24444934,52,16,0,0.25668333,4600,6,0,1,0,2
0.009168511,61,21,0,0.24484799,4900,8,0,1,0,0
0,24,1,0,0.633373934,820,3,0,0,0,0
0.007239233,60,25,0,0.000856164,8175,7,0,0,0,1
0.183300642,49,18,0,0.353733607,11208,9,0,3,0,4
0,43,12,0,0,10665,1,0,0,0,3
0.10336164,67,18,1,0.116965227,948,13,0,0,0,0
0.942024805,39,6,0,0.306678009,2350,5,1,0,0,2
0.906976744,50,14,0,0.216076338,6182,5,2,0,0,0
0,50,16,0,0.122971066,5667,5,0,0,0,3
0.450884052,48,11,0,1.545873911,1950,7,0,2,0,0
0.431963756,61,28,0,0.070483124,3021,14,0,0,0,0
0.9999999,49,17,0,0.414549443,5470,4,0,2,0,2
0.285442194,44,10,0,0.169950015,3400,5,0,0,0,2
0,44,9,1,0.164523174,4120,5,0,0,0,2
0.036027196,56,22,0,0.918203064,3850,12,0,2,0,0
0.027166214,78,27,0,0.012335958,3809,5,0,0,0,0
0.054187192,75,18,0,0.161009174,4359,4,0,0,0,0
0.127895316,60,24,0,0.383275261,5165,24,0,1,0,0
0.092372166,79,37,0,0.536985206,2500,24,0,1,0,1
0.05002,84,32,0,0.90881551,3300,10,0,2,0,0
0.277422938,60,18,0,0.395534822,3000,6,0,0,0,0
0.590543824,31,4,2,0.531445231,2400,10,1,1,1,6
1.033123929,42,12,2,0.267688148,2218,9,0,0,0,3
0.046231792,78,24,0,0.00896861,7581,5,0,0,0,0
0.012519499,45,12,0,0.25441868,6166,8,0,1,0,1
0.740318956,54,19,0,0.368498709,8132,12,0,1,0,0
0.11831789,48,16,2,0.083549745,11166,8,0,0,0,3
0.005845974,90,39,0,0.000851305,7047,4,0,0,0,1
0.055038532,51,17,4,0.345824847,7364,10,0,2,0,2
0,34,6,0,0.116983288,7000,5,0,0,0,4
0,40,8,0,0.462428962,4750,6,0,1,0,0
0.023417384,83,35,0,0.281882468,4100,19,0,2,0,0
0.477053404,47,12,0,0.896330602,5613,14,0,1,0,0
0.857869322,35,6,2,0.55253716,3901,9,0,1,0,3
0.068426616,53,19,0,0.635466412,3140,10,0,2,0,0
0.878019161,65,18,3,0.12188631,9393,12,0,0,0,0
0,35,5,0,0,1200,2,0,0,0,0
0.027083089,49,18,0,0.227091633,6023,8,0,2,0,0
0.091934293,78,36,0,0.331562974,3953,7,0,1,0,0
0,30,3,0,0.029393371,1598,1,4,0,0,0
0.9999999,61,23,0,0.011068444,4426,1,1,0,0,0
0,78,22,0,0.12835249,1565,5,0,0,0,1
0.185599417,60,17,0,0.54905602,9692,6,0,2,0,0
2.115072535,38,10,0,0.643964769,8060,12,0,2,0,0
0,41,8,0,0.118809579,4300,5,0,0,0,1
0.957824639,26,2,0,0.163391934,2900,2,1,0,0,1
0.973639026,33,6,5,0.748125276,4533,14,0,2,0,1
0.007147761,70,30,0,0.339960887,6135,10,0,2,0,0
0.085871166,36,6,0,1.185020765,6982,14,0,3,0,2
0.002539042,62,21,0,0.165276431,5154,10,0,0,0,0
0.566412094,58,16,0,0.233737596,2720,11,0,0,0,0
0.012217496,85,31,0,0.005863539,3751,5,0,0,0,0
0.15664697,36,10,0,0.435527345,11500,9,0,2,0,1
0.882209727,51,19,0,0.446132274,8557,11,0,3,0,1
0.384880614,31,6,0,0.460154242,3500,6,0,1,0,2
0.051847408,56,18,0,0.290149108,4090,3,0,1,0,0
0.14594739,49,14,0,0.572649573,6200,23,0,2,0,0
0.007107916,63,22,0,0.326891036,3000,6,0,1,0,1
0.429128544,46,12,0,0.591205515,5366,13,0,1,0,1
0.185286104,26,2,0,1213,0,7,0,1,0,1
0.811377356,40,7,0,0.416414787,4300,6,0,0,0,1
0.9999999,21,0,0,0,200,1,0,0,0,0
0.1244136,49,12,0,0.490463762,4980,12,0,4,0,0
0.058981233,47,10,0,0.385015331,7500,8,0,2,0,3
0.131644726,64,17,0,0.309230257,3000,3,0,0,0,0
0.296688175,70,29,1,0.840939597,2979,13,0,1,0,0
0.475274991,35,9,2,0.202989914,5551,8,0,0,0,2
0.01949935,66,25,0,0.101699757,7000,4,0,0,0,0
0,66,27,0,0.408884565,3083,9,0,1,0,0
0.054466926,59,17,0,0.136919071,9983,6,0,1,0,0
0.390877468,57,21,0,0.389964549,11000,16,0,1,0,3
0.263521569,48,13,0,0.174364483,5585,8,0,2,0,1
0.457189602,31,4,0,0.31334219,5268,11,0,1,0,0
0.147537212,52,16,0,0.203883495,9166,9,0,1,0,3
0.255523399,69,23,0,0.350419718,5598,6,0,1,0,0
0.363357389,50,17,1,0.685574373,4900,12,0,2,0,2
0.181217238,59,20,0,0.371727749,4583,9,0,2,0,0
0.157019495,40,10,0,0.385922815,5000,9,0,2,0,2
0.9999999,53,14,0,0,1500,0,0,0,0,2
0.00079996,51,11,0,0.240256897,6850,4,0,1,0,2
0.445176126,42,8,1,0.314465409,6200,3,0,1,0,5
0.047737485,64,20,0,0.660067986,5000,12,0,2,0,0
0.9999999,36,5,0,0.393325834,8000,3,0,2,0,0
0.574088985,67,29,0,0.439975343,6488,9,0,2,0,0
0.675073887,51,20,0,0.320451738,17000,13,0,1,0,2
0.921122066,49,15,0,0.579925171,7750,16,0,1,0,0
0.076756046,45,14,0,0.929383827,8000,13,0,4,0,3
0.0099798,64,15,0,0.238832446,6200,4,0,1,0,1
0.280719281,27,3,0,0.210096889,1960,4,0,0,0,0
0.029921321,34,7,0,0.501375786,5087,9,0,1,0,0
0.034988337,52,16,0,0.61786967,5416,5,0,2,0,2
0.862433934,45,15,1,0.457597827,8100,10,0,1,0,0
0.307990958,64,19,0,0.451714486,8573,14,0,4,0,1
0.215243958,50,15,0,1.000333222,3000,13,0,2,0,1
0,62,15,0,0.076937168,5458,4,0,0,0,0
0.9999999,51,13,0,0.160937054,10500,1,0,1,0,0
0.927946974,37,6,0,0.232641074,4766,5,0,0,0,0
0.638785954,67,26,0,0.394709436,4800,4,0,1,0,1
0.519471752,42,13,2,0.440741235,7500,10,0,1,3,1
0.164836007,56,21,0,0.303113989,10500,26,0,2,0,1
0.007227302,60,16,0,0.193035403,8614,12,0,4,0,1
0,52,19,0,0.380404899,4000,12,0,2,0,2
0.024053611,50,13,0,0.825470412,3666,21,0,2,0,1
0.042421445,39,8,0,0.441266315,3600,7,0,1,0,0
0.234053514,56,23,0,0.288376458,7458,8,0,2,1,0
0.9999999,24,1,98,0,0,0,98,0,98,0
0.9999999,70,28,0,0.14727437,9960,4,0,1,0,0
0.660064139,36,7,1,0.146764861,1900,4,1,0,0,2
0.137663409,54,18,0,0.361363864,10000,10,0,2,0,1
0.004738036,69,17,0,0.081930305,10215,6,0,1,0,0
0.17775309,40,8,0,0.173982698,3120,3,0,1,0,2
0.887494608,50,15,0,0.175350292,7350,6,0,0,0,0
0.009866009,53,15,0,926,1,5,0,3,0,1
0.9999999,35,8,0,0.019921544,13000,2,0,0,0,0
0.038497689,65,27,1,0.34064482,3783,19,0,1,0,0
0.107238776,65,22,0,1.591836735,2400,11,0,2,0,0
0.00623505,64,22,0,0.391882596,4360,11,0,2,0,0
1.408583186,55,13,2,93,0,7,0,0,0,0
0,84,22,0,0,1100,4,0,0,0,0
0.437689198,54,21,0,0.425450822,17578,22,0,2,0,2
0.082423743,41,9,0,0.04770017,2347,6,0,0,0,0
0.865412019,58,25,4,2037,0,20,1,1,0,0
0.450483895,64,23,0,0.293023256,2149,4,0,0,0,1
0.033160659,54,19,0,1.409181637,500,14,0,0,0,0
0.710544109,52,16,3,0.253574643,10000,7,0,2,0,0
0.9999999,31,6,0,0.579605099,4000,5,0,1,0,0
0.438180923,40,10,0,0.576872288,5300,11,0,1,0,0
0.074261119,57,18,0,0.046714173,11366,8,0,0,0,0
0.213684402,60,22,0,0.207740567,11316,16,0,1,0,1
0.079040042,69,20,0,0.648759204,11000,6,0,3,0,0
0.678179743,53,20,1,0.802025607,5232,17,0,3,0,2
0.00090419,68,19,0,0.00022812,13150,12,0,0,0,1
0.000329663,49,16,0,0,5895,2,0,0,0,3
0.103909306,43,12,0,0.018664178,7500,10,0,0,0,2
0.15908354,43,14,0,0.295411621,9000,21,0,2,0,2
0.065444206,73,32,0,0.244487678,3083,8,0,0,0,1
0.542353775,35,7,0,0.567371052,4400,10,0,1,0,2
0.598006645,54,13,1,0.093720712,3200,2,2,0,0,0
0.284458661,57,16,0,0.303944073,9583,13,0,2,0,1
0,42,8,0,0.460050819,7083,10,0,2,0,0
0.511673433,56,19,0,0.262421166,6500,11,0,0,0,2
0,61,22,0,0.036537077,16667,10,0,0,0,0
0.455177241,43,10,0,0.091610323,10500,6,0,0,0,1
0,39,8,0,0.108453196,13000,7,0,1,0,0
0.142523832,65,18,0,0.190150821,12000,3,0,1,0,0
0.028347481,76,33,0,0.112830244,6850,9,0,1,0,0
0.047148821,54,17,0,0.005626444,9952,12,0,0,0,0
0.816718045,67,32,1,0.521228807,6900,14,0,2,0,1
0.498547688,63,23,0,0.346355075,14334,14,0,3,0,1
0.038721959,39,9,0,0.275236238,20000,8,0,1,0,2
0.129652811,44,12,0,0.38997484,5166,10,0,2,0,2
0.952380952,24,1,0,0.069961133,1800,5,0,0,0,0
0.450483911,53,17,0,0.259248679,7000,5,0,1,0,0
0.874528137,37,9,2,0.380256652,18000,20,0,1,0,1
