Cust_No,Gender,Title,City,County,Country,Occupation,Manufacture,OS,Tarriff,Tarriff_Type,Payment_Method,Contract_Length,AVG_of_Bill_Amount,AVG_of_OOB_Total_Charge,AVG_of_OOB_Amount_to_Total_Amoun,AVG_of_Voice_Usage,AVG_of_SMS_Usage,AVG_of_Data_Usage,Age,Churn_Fl
1000528,female,Dr.,Runcorn,Cheshire,England,Tractor driver,Samsung,Proprietary,Red Super,Post-Pay,DD,24,81.464,6.464556195,0.074326953,669.064,694.781,6235.587,44,0
1000529,male,Mr.,Newcastle,County Down,Northern Ireland,Producer,LG,Proprietary,Red,Post-Pay,CC,24,36.157,1.156937656,0.031919951,77.5968,120.683,685.8059,53,0
1000531,male,Mr.,Nantwich,Cheshire,England,Hunter,Samsung,Proprietary,Red Super,Post-Pay,CC,24,93.132,18.1316714,0.192290166,663.609,963.051,10165.25,25,0
1000532,male,Mr.,Fowey,Cornwall,England,Timekeeper,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,71.732,6.731185376,0.083370391,392.853,480.501,4758.625,50,0
1000533,male,Mr.,Holywood,County Down,England,Contract skidder,Apple,iOS,Red Super,Post-Pay,DD,24,94.907,19.90645326,0.206606053,659.497,968.148,9866.199,33,0
1000534,male,Mr.,Camborne,Cornwall,England,Video editor,Apple,iOS,Red Premium,Post-Pay,DD,18,47.911,2.911629594,0.060476737,160.365,240.523,1546.34,15,0
1000535,female,Ms.,Glenrothes,Fife,England,Regional geographer,Apple,iOS,Red Premium,Post-Pay,DD,18,47.48,2.480523796,0.051828168,224.577,241.789,1305.4,27,0
1000536,male,Mr.,March,Cambridgeshire,England,Air traffic controller,Nokia,Microsoft,Red Essentials Premium,Post-Pay,DD,18,69.086,4.085055905,0.055466267,313.44,695.814,4865.445,29,0
1000537,male,Dr.,Truro,Cornwall,England,Adjudicator,ZTE,Android OS,Red,Post-Pay,DD,24,35.912,0.911845898,0.025321944,79.2352,122.867,677.06,39,0
1000540,female,Mrs.,Newbury,Berkshire,England,Order processor,Samsung,Proprietary,Red,Post-Pay,DD,24,35.197,0.197134619,0.005537512,78.8208,91.0867,436.2399,26,0
1000541,male,Mr.,Newton Aycliffe,County Durham,England,Cadet,ZTE,Android OS,Red Essentials,Post-Pay,DD,24,54.679,4.67972863,0.083793417,322.366,479.773,4194.243,19,0
1000542,female,Ms.,Glenrothes,Fife,Scotland,Grader operator,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,CC,18,74.785,9.786151726,0.128828231,691.572,906.78,5501.558,27,1
1000545,male,Mr.,Fowey,Cornwall,England,Information architect,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,CC,18,76.018,11.01962037,0.143137242,473.987,896.513,6952.787,36,0
1000546,male,Mr.,Newton Aycliffe,County Durham,England,Private household cook,Apple,iOS,Red,Post-Pay,DD,24,36.759,1.757849241,0.047766756,80.5808,122.858,782.7907,47,0
1000549,female,Mrs.,Truro,Cornwall,England,Graduate teaching assistant,LG,Proprietary,Red,Post-Pay,DD,24,35.887,0.886799,0.024408494,111.8,118.36,568.7551,23,0
1000550,male,Mr.,Inverkeithing,Fife,Scotland,Clergy,Samsung,Proprietary,Red Essentials Premium,Post-Pay,CC,18,90.253,25.25338127,0.276301546,524.333,786.728,8292.536,42,1
1000551,female,Ms.,Bowness on Windermere,Cumbria,England,Floor installer,ZTE,Android OS,Red,Post-Pay,CC,24,36.184,1.18364557,0.03248599,112.012,123.666,566.0094,62,0
1000552,female,Ms.,Stanley,County Durham,England,Consultant dietitian,Samsung,Android OS,Red,Post-Pay,DD,24,35.427,0.425512724,0.011895018,76.4673,93.2819,451.1623,45,0
1000553,female,Mrs.,Wixams,Bedfordshire,England,Personal appearance worker,HTC,Android OS,Red Premium,Post-Pay,CC,18,46.318,1.31678584,0.028094969,224.081,247.792,1088.668,22,0
1000554,male,Mr.,Dunstable,Bedfordshire,England,Criminologist,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,47.801,2.799998968,0.058406378,155.286,241.28,1632.477,21,0
1000555,male,Mr.,High Wycombe,Buckinghamshire,England,Tile finisher,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,75.41,10.40974811,0.135475188,486.936,717.685,6806.172,33,0
1000556,female,Ms.,Beaconsfield,Buckinghamshire,England,Genetics nurse,LG,Proprietary,Red Premium,Post-Pay,DD,18,45.383,0.383265538,0.008314024,193.636,169.384,786.8071,30,0
1000558,male,Mr.,Cambridge,Cambridgeshire,England,Electronic technician,Samsung,Proprietary,Red Essentials Premium,Post-Pay,CC,18,81.51,16.50863614,0.200961029,486.193,720.448,7998.254,55,0
1000559,male,Mr.,Stanley,County Durham,England,Financial economist,Nokia,Symbian OS ,Red Essentials,Post-Pay,DD,24,56.067,6.066558938,0.106642479,316.359,566.893,4121.007,24,0
1000560,female,Mrs.,Holywood,County Down,Northern Ireland,Multiple machine tool setter,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,68.953,3.952164961,0.053402117,487.594,531.06,5009.515,41,0
1000561,male,Mr.,Downpatrick,County Down,Northern Ireland,Desktop publisher,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,79.794,14.79427132,0.183814692,486.03,734.001,7971.555,22,0
1000562,male,Mr.,Maryport,Cumbria,England,Roofer,LG,Proprietary,Red Essentials Premium,Post-Pay,DD,18,72.26,7.25743216,0.098643704,474.975,711.3,6939.739,19,0
1000563,female,Mrs.,Greater Willington,County Durham,England,Sewage treatment plant operator,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,57.803,7.803896004,0.133877655,447.243,483.155,4018.811,24,0
1000564,female,Mrs.,Eaglescliffe,County Durham,England,College instructor,HTC,Android OS,Red Essentials,Post-Pay,CC,24,51.398,1.397658165,0.025821007,342.534,359.628,2652.515,24,0
1000565,male,Mr.,Menstrie,Clackmannanshire,Scotland,Yardmaster,HTC,Android OS,Red Essentials,Post-Pay,CC,24,58.84,8.839140391,0.146525764,350.237,508.499,4286.163,53,1
1000566,male,Mr.,Princes Risborough,Buckinghamshire,England,Process metallurgical engineer,Samsung,Proprietary,Red,Post-Pay,DD,24,36.598,1.597685242,0.0434927,79.8591,123.841,825.7406,36,0
1000567,male,Mr.,Merville Garden Village,County Antrim,Northern Ireland,Web developer,Nokia,MeeGo OS,Red Essentials Premium,Post-Pay,DD,18,74.932,9.931229989,0.131641658,465.639,865.735,6840.293,19,0
1000568,male,Mr.,Stotfold,Bedfordshire,Northern Ireland,Financial analyst,Google,Android OS,Red Essentials,Post-Pay,DD,24,52.538,2.537601085,0.045878737,256.998,347.63,3159.88,42,0
1000569,male,Mr.,Maryport,Cumbria,England,Head hunter,HTC,Android OS,Red Premium,Post-Pay,DD,18,48.296,3.29477931,0.067910555,172.937,246.978,1444.978,29,1
1000570,female,Mrs.,Banbridge,County Down,Northern Ireland,Posting clerk,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.299,1.299290443,0.027776253,226.828,247.692,1139.033,55,0
1000572,male,Mr.,Coalisland,County Tyrone,Northern Ireland,Physical therapist,Samsung,Android OS,Red Premium,Post-Pay,CC,18,46.369,1.369658902,0.028742517,121.885,162.7,1144.523,27,0
1000573,male,Mr.,Billingham,County Durham,England,Job analyst,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,75.115,10.11551891,0.132419881,464.433,724.654,6922.318,47,0
1000575,female,Ms.,Banbridge,County Down,Northern Ireland,Counselor,LG,Proprietary,Red Essentials,Post-Pay,CC,24,54.757,4.756076176,0.085865414,448.801,491.405,3204.641,38,0
1000576,female,Ms.,Banbridge,County Down,Northern Ireland,Occupational social worker,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,65.895,0.895927167,0.013259114,487.763,694.685,4236.346,64,0
1000577,female,Ms.,Kilkeel,County Down,Northern Ireland,Soldering worker,Motorola,Android OS,Red,Post-Pay,DD,24,35.672,0.671479833,0.01870628,107.502,146.588,542.7704,53,0
1000578,female,Mrs.,Newcastle,County Down,Northern Ireland,Applications engineer,HTC,Android OS,Red,Post-Pay,DD,24,35.938,0.939805974,0.026069301,110.315,119.668,522.3331,19,0
1000580,male,Dr.,Banbridge,County Down,Northern Ireland,Private household cook,Motorola,Android OS,Red,Post-Pay,CC,24,35.605,0.603184114,0.016682435,56.5407,107.369,544.7278,19,0
1000581,male,Mr.,Aylesbury,Buckinghamshire,England,Mason,Motorola,Proprietary,Red Premium,Post-Pay,DD,18,46.541,1.540463646,0.032946236,156.122,285.651,1342.854,51,0
1000582,male,Mr.,Portadown,County Armagh,Northern Ireland,Fish hatchery manager,Apple,iOS,Red,Post-Pay,CC,24,36.254,1.254854618,0.034539039,77.9867,118.598,823.5797,47,0
1000584,female,Mrs.,Greenisland,County Antrim,Northern Ireland,Private household cook,Nokia,Symbian OS ,Red Super  Premium,Post-Pay,CC,18,100.7,0.704840968,0.006892496,847.979,1151.76,4938.542,46,0
1000585,female,Ms.,Carlisle,Cumbria,England,Attorney,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,75.958,10.95707537,0.141756977,667.94,757.358,6180.965,27,0
1000586,female,Ms.,Marazion,Cornwall,England,Media planner,Samsung,Proprietary,Red,Post-Pay,DD,24,36.391,1.388506931,0.038090007,112.263,122.919,691.5954,43,0
1000587,female,Mrs.,Porthleven,Cornwall,England,Machine tender,ZTE,Android OS,Red Essentials,Post-Pay,DD,24,53.679,3.679301565,0.067337734,453.165,489.949,3187.349,20,0
1000590,female,Ms.,Padstow,Cornwall,England,Sprinklerfitter,LG,Proprietary,Red Premium,Post-Pay,DD,18,47.117,2.116739523,0.044554129,215.728,238.208,1126.651,49,0
1000591,male,Mr.,Beaconsfield,Buckinghamshire,England,Job analysis manager,Apple,iOS,Red,Post-Pay,DD,24,36.572,1.571895059,0.042868132,80.3392,121.51,779.7233,56,0
1000592,male,Mr.,Ferryhill,County Durham,England,Insurance manager,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,51.41,1.410142172,0.02591905,197.031,392.992,3349.181,42,0
1000593,female,Mrs.,Portadown,County Armagh,Northern Ireland,Computer systems administrator,LG,Proprietary,Red,Post-Pay,DD,24,35.634,0.634593592,0.017748555,108.264,119.782,545.2891,36,0
1000594,male,Mr.,Consett,County Durham,England,Plumbing inspector,Nokia,MeeGo OS,Red Super,Post-Pay,CC,24,87.178,12.1782592,0.137293191,654.018,1164,8040.755,35,0
1000595,male,Mr.,Newbury,Berkshire,England,Personnel director,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,80.069,15.06841774,0.185766189,469.477,747.328,8041.787,57,0
1000596,male,Mr.,Maryport,Cumbria,England,Nuclear engineer,Nokia,Symbian OS ,Red Essentials,Post-Pay,DD,24,51.022,1.021939422,0.018141601,235.495,399.555,3040.063,23,0
1000598,female,Ms.,Bowness on Windermere,Cumbria,England,Log marker,Apple,iOS,Red Super,Post-Pay,DD,24,92.597,17.59549359,0.187977211,894.062,980.537,7854.328,34,0
1000599,female,Mrs.,Anstruther,Fife,Scotland,Administrative lead,HTC,Android OS,Red Essentials,Post-Pay,CC,24,60.68,10.67999962,0.175282251,487.694,505.703,3263.572,57,1
1000601,male,Mr.,Runcorn,Cheshire,England,Credit analyst,Google,Android OS,Red Essentials,Post-Pay,DD,24,57.289,7.288858712,0.126594469,320.053,489.585,4168.182,61,0
1000602,female,Mrs.,Consett,County Durham,England,Craft artist,LG,Proprietary,Red Essentials,Post-Pay,DD,24,52.333,2.333360274,0.042896298,427.456,484.481,3287.346,47,0
1000604,female,Ms.,Stanley,County Durham,England,Real estate rental agent,Nokia,Symbian OS ,Red,Post-Pay,DD,24,35.297,0.296305704,0.008317368,91.9951,108.121,411.4662,20,0
1000605,male,Mr.,Falkirk,Falkirk,Scotland,Independent agent,Samsung,Android OS,Red Premium,Post-Pay,CC,18,50.69,5.689734052,0.111811845,177.409,257.004,1445.188,42,1
1000607,female,Ms.,Ferryhill,County Durham,England,Audiologist,Motorola,Android OS,Red Premium,Post-Pay,CC,18,46.508,1.507559498,0.032090787,219.135,295.55,1173.517,37,0
1000610,male,Mr.,Padstow,Cornwall,England,Administrative services manager,Samsung,Proprietary,Red Super  Premium,Post-Pay,DD,18,122.52,22.52327126,0.182034724,814.42,1231.7,11191.52,20,0
1000611,male,Mr.,Macclesfield,Cheshire,England,Cooperative manager,Nokia,Proprietary,Red Premium,Post-Pay,DD,18,46.386,1.385403531,0.029808938,160.561,286.122,1336.554,30,0
1000612,female,Ms.,High Wycombe,Buckinghamshire,England,Medical illustrator,Apple,iOS,Red,Post-Pay,CC,24,35.31,0.30997444,0.008681324,86.4931,93.7205,411.4289,39,0
1000613,male,Mr.,Enniskillen,County Fermanagh,Northern Ireland,Job development specialist,HTC,Android OS,Red Super,Post-Pay,DD,24,88.264,13.26360932,0.148951324,642.776,974.304,8120.568,46,0
1000614,male,Mr.,Billingham,County Durham,England,CPA,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,79.926,14.92511551,0.184230064,470.045,737.794,8100.328,64,0
1000615,male,Mr.,Stanley,County Durham,England,Shoe and leather worker,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,79.815,14.81424855,0.18433369,495.632,714.024,8117.131,44,0
1000616,female,Mrs.,Maryport,Cumbria,England,Handymen,Nokia,MeeGo OS,Red Premium,Post-Pay,CC,18,45.778,0.777424797,0.016611822,168.722,204.732,683.505,69,0
1000617,female,Ms.,Saltash,Cornwall,England,Applied mathematician,Nokia,Proprietary,Red Super,Post-Pay,DD,24,80.993,5.993005513,0.072299869,916.092,1160.66,6314.175,43,0
1000618,female,Ms.,Newlyn,Cornwall,England,Lens grinder,Nokia,Proprietary,Red,Post-Pay,CC,24,37.287,2.286494499,0.060456619,118.139,145.048,543.5714,47,1
1000619,male,Mr.,Banff and Macduff,Aberdeenshire,Scotland,Administrative worker supervisor,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,55.819,5.818236504,0.103056722,316.884,585.05,4237.113,30,0
1000620,male,Dr.,Lockerbie,Dumfries and Galloway,Scotland,Financial analyst,Nokia,MeeGo OS,Red Premium,Post-Pay,DD,18,45.749,0.749400256,0.015874857,109.108,222.253,1117.172,54,0
1000621,female,Mrs.,Wixams,Bedfordshire,England,Real property appraiser,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,73.093,8.092600531,0.107175487,669.123,875.752,5539.017,46,0
1000622,female,Ms.,Peterlee,County Durham,England,Food scientist,Nokia,MeeGo OS,Red,Post-Pay,CC,24,35.693,0.69339695,0.019268409,112.791,147.761,576.8374,15,0
1000623,female,Ms.,Kingussie,Highlands,Scotland,Furnace installer,HTC,Android OS,Red Essentials,Post-Pay,DD,24,53.141,3.140623052,0.057010417,425.625,490.368,3374.052,19,0
1000625,female,Mrs.,Carlisle,Cumbria,England,Coach,Samsung,Android OS,Red,Post-Pay,DD,24,36.584,1.584576684,0.043149909,109.331,118.822,691.7327,52,0
1000628,male,Mr.,Macclesfield,Cheshire,England,Human resources administrative assistant,Apple,iOS,Red,Post-Pay,DD,24,35.711,0.71148802,0.019661255,60.3545,92.0531,596.0872,35,0
1000631,male,Mr.,Reading,Berkshire,England,Portfolio manager,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,76.648,11.64745064,0.150447014,481.659,879.213,7341.049,21,0
1000632,female,Ms.,Dollar,Clackmannanshire,Scotland,Gaming machine repairer,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,65.635,0.635348139,0.009377754,474.936,534.8,3958.541,49,0
1000633,female,Mrs.,Benarty,Fife,Scotland,Payroll assistant,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,70.951,5.950142813,0.081133898,656.636,898.992,5500.089,48,0
1000634,male,Mr.,Consett,County Durham,England,Marshal,Motorola,Android OS,Red,Post-Pay,DD,24,36.039,1.04065547,0.028820426,78.396,145.375,685.854,21,0
1000635,male,Mr.,Eaglescliffe,County Durham,England,Training specialist,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,79.136,14.13662901,0.174679394,510.028,848.068,7086.947,23,1
1000636,male,Mr.,Egremont,Cumbria,England,Log marker,Samsung,Android OS,Red,Post-Pay,DD,24,35.39,0.389784948,0.010780602,61.109,90.1867,608.7923,26,0
1000638,female,Mrs.,Dufftown,Moray,Scotland,Telecommunications equipment installer,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,55.885,5.886271444,0.104477906,444.405,451.363,4013.203,69,0
1000639,male,Mr.,Wormit,Fife,Scotland,Cellular technician,HTC,Android OS,Red Essentials,Post-Pay,CC,24,55.994,5.993642761,0.106137062,324.742,482.882,4219.849,31,0
1000640,male,Mr.,Banff and Macduff,Aberdeenshire,Scotland,Cement mason,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,68.995,3.995496739,0.052165362,360.582,512.374,6063.712,25,0
1000641,male,Mr.,Stotfold,Bedfordshire,England,Human resources generalist,HTC,Android OS,Red,Post-Pay,CC,24,35.76,0.760569526,0.021219767,78.9374,119.225,661.5288,44,0
1000642,male,Mr.,Boddam,Aberdeenshire,Scotland,Otorhinolaryngology nurse,Motorola,Android OS,Red Super,Post-Pay,DD,24,86.155,11.15646988,0.127990348,634.97,1195.27,8041.542,66,0
1000643,male,Dr.,Broughton in Furness,Cumbria,England,Tile finisher,Samsung,Android OS,Red Essentials,Post-Pay,CC,24,58.778,8.778677375,0.147267564,318.681,485.223,4946.497,18,0
1000644,male,Mr.,Arbroath,Angus,Scotland,Cutting punching and press machine setter,HTC,Android OS,Red Essentials,Post-Pay,DD,24,52.49,2.489400869,0.044598408,238.227,317.041,2959.416,40,0
1000645,female,Mrs.,Greater Willington,County Durham,England,Shipping clerk,Apple,iOS,Red Premium,Post-Pay,DD,18,47.667,2.665121105,0.05562952,221.868,236.808,1264.995,53,0
1000646,male,Mr.,Dalbeattie,Dumfries and Galloway,Scotland,Quality auditor,Motorola,Proprietary,Red Essentials,Post-Pay,DD,24,55.682,5.6805473,0.101192026,323.386,589.121,4193.139,22,0
1000647,female,Mrs.,Newcastle,County Down,Northern Ireland,Teletype operator,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,CC,18,72.563,7.562435455,0.102304722,642.275,869.009,5445.125,30,0
1000649,female,Ms.,Merville Garden Village,County Antrim,Northern Ireland,Textile knitting and weaving machine setter,HTC,Android OS,Red Essentials,Post-Pay,DD,24,55.058,5.057573395,0.090456763,423.674,479.274,3194.123,26,0
1000650,male,Mr.,Maryport,Cumbria,England,Medical translator,Nokia,Proprietary,Red Premium,Post-Pay,DD,18,47.271,2.27079422,0.047931247,158.806,287.494,1354.769,64,0
1000651,male,Mr.,Westhill,Aberdeenshire,Scotland,Costume attendant,HTC,Android OS,Red,Post-Pay,DD,24,35.959,0.95987941,0.026631252,81.9278,119.154,656.9614,58,0
1000652,female,Mrs.,Camborne,Cornwall,England,Apartment leasing agent,Apple,iOS,Red Essentials,Post-Pay,DD,24,52.988,2.98813058,0.053137428,307.191,406.99,3425.449,48,0
1000653,female,Mrs.,Newton Aycliffe,County Durham,England,Line cook,Apple,iOS,Red Essentials,Post-Pay,CC,24,60.934,10.9339803,0.177430079,441.297,493.047,4018,66,1
1000654,female,Mrs.,Reading,Berkshire,England,Campaign manager,LG,Proprietary,Red Premium,Post-Pay,CC,18,46.718,1.717178106,0.036433233,215.469,244.078,1138.309,44,0
1000655,female,Ms.,Peterlee,County Durham,England,Prosthetics technician,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,77.731,12.73121027,0.161840073,640.048,757.058,6474.707,37,0
1000656,female,Ms.,Fort William,Highlands,Scotland,Cashier,HTC,Android OS,Red Super,Post-Pay,DD,24,76.511,1.511129108,0.018052464,610.26,746.136,5028.338,15,0
1000657,male,Mr.,Boddam,Aberdeenshire,Scotland,Animal trainer,HTC,Android OS,Red Essentials,Post-Pay,DD,24,55.799,5.797466157,0.103246166,310.479,478.887,4089.846,39,0
1000659,male,Mr.,Newport Pagnell,Buckinghamshire,England,Cost engineer,ZTE,Android OS,Red,Post-Pay,CC,24,36.575,1.57314145,0.042880655,88.3204,126.842,695.0906,42,1
1000660,female,Ms.,Beaconsfield,Buckinghamshire,England,CAD operator,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,70.53,5.53129934,0.07319202,440.868,564.029,5381.353,26,0
1000661,male,Mr.,Pittenweem,Fife,Scotland,Personal and home care aide,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,89.093,24.0910247,0.269452518,506.178,764.299,8404.195,49,1
1000662,female,Mrs.,Kinghorn,Fife,Scotland,Attendance clerk,Nokia,Proprietary,Red Premium,Post-Pay,DD,18,46.784,1.784593935,0.037843249,227.407,302.907,1116.62,19,0
1000663,female,Mrs.,Runcorn,Cheshire,England,Mixing and blending machine tender,Samsung,Android OS,Red,Post-Pay,CC,24,36.611,1.611632371,0.0437934,111.096,121.518,674.8881,32,0
1000665,female,Ms.,Dysart,Fife,Scotland,Graphic artist,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,CC,18,74.209,9.209345644,0.122469423,657.743,884.219,5389.389,62,0
1000666,female,Mrs.,Thornhill,Dumfries and Galloway,Scotland,Instructional coordinator,LG,Proprietary,Red,Post-Pay,DD,24,35.967,0.96531225,0.026766527,107.606,121.275,545.5624,21,0
1000667,male,Mr.,Bonnybridge,Falkirk,Scotland,Groundskeeper,Apple,iOS,Red,Post-Pay,DD,24,36.446,1.447155734,0.039607575,81.9426,123.504,795.4341,34,0
1000668,female,Mrs.,St Just,Cornwall,England,Telecommunications service technician,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,66.436,1.433987621,0.020737168,456.41,636.406,4245.616,69,0
1000669,female,Mrs.,Kelloholm,Dumfries and Galloway,Scotland,Welding machine tender,Nokia,Symbian OS ,Red Essentials,Post-Pay,CC,24,59.37,9.371672403,0.157356069,470.307,623.687,3201.614,32,1
1000670,female,Mrs.,Beaconsfield,Buckinghamshire,England,Certified nursing assistant,ZTE,Android OS,Red Super,Post-Pay,DD,24,85.795,10.79480565,0.123933259,875.869,1002.45,6949.648,50,0
1000671,female,Mrs.,Holywood,County Down,Northern Ireland,Soil scientist,Google,Android OS,Red Essentials,Post-Pay,DD,24,53.683,3.682270297,0.066896008,439.42,493.712,3397.083,42,0
1000672,male,Mr.,Downpatrick,County Down,Northern Ireland,Laborer,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,52.933,2.933342308,0.052993148,214.916,425.34,3515.024,64,0
